Image,CA Accuracy (%),CA-RFA Accuracy (%)
processed_storm_track_1.png,81.35201739097843,82.75472723524672
processed_storm_track_2.png,80.99548359288619,80.54384288150523
processed_storm_track_3.png,81.5530068776822,81.64717677704691
