Image,CA Model IoU,CA Model Dice,CA-RFA Model IoU,CA-RFA Model Dice
processed_storm_track_1.png,0.1426592527558287,0.2496969283043352,0.11998705175700464,0.21426506952695976
processed_storm_track_2.png,0.12860825182226318,0.22790592150041594,0.1990264659424261,0.33198010485280277
processed_storm_track_3.png,0.030017135369418406,0.05828473010529612,0.004182893408336939,0.008330939385234128
