CA Accuracy (%),CA-RFA Accuracy (%)
83.55540563332771,79.64758906317347
84.20147673394428,82.65634077322389
85.91012162440734,80.6787728865651
86.22776934465246,77.88881392777498
82.66243136373006,80.62348906504751
84.6306291111486,81.40917524034407
85.14411274151534,79.23951949925976
85.7728490845374,77.8696051423324
83.38205805738274,80.39579468150897
85.9785236408613,84.63765671557879
85.00918273645547,79.55576169861884
83.87492738142089,81.33983620996608
86.23667097693072,84.62172747887034
84.51162834279717,79.51781263469574
84.87144168962351,79.53748992710031
85.37180712505388,82.29559041247353
82.49423736436724,77.23056164614606
82.82406626562471,80.50917336631622
85.98461423136747,82.45254024474804
82.35883885234536,79.90667341316691
85.85858585858585,83.55353160547966
84.76462210228443,83.92224658458424
85.53906411049267,83.8229231086374
81.82567792957404,80.01021345177189
84.76930717190457,83.41344802383763
85.0143363130376,84.36170611495287
85.53859560353067,82.79736136878995
80.77481681377785,82.7191207061337
83.37877850864864,79.29574033470136
84.39590712317985,82.81610164727049
82.66055733588202,82.81282209853639
83.36612882067428,85.62948595416128
82.42489833398923,80.33207773467514
82.72661681752591,84.14431888457862
84.84239425797867,86.06941399149191
82.42630385487529,77.08298195311183
84.53411667697382,79.2793425910309
81.32531249414366,80.36299919416803
85.35775191619346,81.47757725679804
85.55218230542906,82.10537658589607
85.14645527632541,79.85420063342141
85.39616948707858,85.70913213770356
84.0740428402766,87.16431476171735
84.25629204849983,78.42947096193849
82.07726616817526,83.9170930080021
83.21620659282996,81.17070519667922
86.33458893199153,86.21137160098199
84.78289387380296,84.62032195798429
81.31078877832124,80.38173947264856
81.95076928843163,80.8113603568149
82.84514907891531,82.42817788272335
80.8394707745357,87.30299282247334
84.33734375292818,86.02771687187271
84.5439553231761,86.42688480350817
82.11568373906036,79.81906261127041
82.25857836247447,81.12385450047788
81.858941923877,81.71557879350088
83.70157980547592,81.1210434587058
82.9805475909372,85.39288993834448
83.12016266561722,80.13811585240157
84.8784692940537,83.36144375105414
84.71214932253893,81.74181518337362
82.51250913588576,85.03541912632822
85.5362530687206,80.1915256460711
86.08955979085849,86.73516238451303
82.50267048968347,82.22437735424748
84.30501677254924,83.03067783587265
83.82573415040947,80.1357733175915
84.20475628267836,81.59142444856731
83.44764903206462,79.72301868405765
82.79127077828376,83.21245853713386
84.60486122823785,82.27497610614493
81.87065459792733,82.34150409475085
82.95337418714041,82.99881936245572
84.21365791495661,86.66348081932497
86.21418264275407,81.48038829857012
86.28258465920804,86.93334082944473
85.47159910796275,79.1645583853376
83.30288038080246,83.08783568523829
84.92250894848297,81.37075766945897
85.05743895354286,82.5870017428459
85.03448211240419,81.30844624351118
82.00183654729109,78.1544573752366
82.63525795993328,80.55415003466952
84.33734375292818,82.40850059031877
83.87164783268679,79.47517850115253
84.85644946683908,80.53400423530293
86.12704034781957,82.44457562639381
85.04713180037855,83.38158955042073
84.60673525608591,77.85695545435806
81.64670827008489,81.09246453402298
82.89012574726861,81.406832705534
84.23520923520924,85.0733681902513
83.08924120612431,81.33796218211803
85.70069901238733,86.26618691553757
81.81537077640974,84.88971346114204
83.6106894548453,83.74421393901913
83.83791533142183,87.02469968703736
82.86482637131988,84.89111898202808
81.64717677704691,81.5530068776822
