0.093,0.0007,0.0379,0.0003
0.0908,0.0007,0.0273,0.0002
0.1257,0.0009,0.0923,0.0007
0.1328,0.0009,0.0,0.0
0.072,0.0005,0.098,0.0007
0.0998,0.0007,0.0473,0.0004
0.1219,0.0009,0.0305,0.0002
0.1317,0.0009,0.071,0.0005
0.0584,0.0004,0.062,0.0005
0.1286,0.0009,0.199,0.0013
0.1235,0.0009,0.1577,0.0011
0.1017,0.0007,0.0674,0.0005
0.1367,0.0009,0.1138,0.0008
0.1028,0.0007,0.0363,0.0003
0.1014,0.0007,0.081,0.0006
0.1134,0.0008,0.1395,0.001
0.0701,0.0005,0.0536,0.0004
0.0763,0.0006,0.0655,0.0005
0.1287,0.0009,0.0925,0.0007
0.0616,0.0005,0.1175,0.0008
0.1219,0.0009,0.037,0.0003
0.117,0.0008,0.1998,0.0013
0.1309,0.0009,0.0987,0.0007
0.0512,0.0004,0.0437,0.0003
0.1064,0.0008,0.0561,0.0004
0.1138,0.0008,0.2174,0.0014
0.1302,0.0009,0.0682,0.0005
0.0214,0.0002,0.1412,0.001
0.0883,0.0006,0.0368,0.0003
0.1111,0.0008,0.1116,0.0008
0.0689,0.0005,0.0934,0.0007
0.072,0.0005,0.1474,0.001
0.0661,0.0005,0.0715,0.0005
0.0742,0.0005,0.1799,0.0012
0.1182,0.0008,0.1983,0.0013
0.0646,0.0005,0.0699,0.0005
0.1091,0.0008,0.082,0.0006
0.028,0.0002,0.1109,0.0008
0.122,0.0009,0.144,0.001
0.1284,0.0009,0.2604,0.0016
0.1111,0.0008,0.0415,0.0003
0.1292,0.0009,0.1418,0.001
0.1066,0.0008,0.2459,0.0015
0.0993,0.0007,0.0437,0.0003
0.0588,0.0004,0.0878,0.0006
0.0585,0.0004,0.1263,0.0009
0.1257,0.0009,0.3029,0.0018
0.1071,0.0008,0.2372,0.0015
0.0432,0.0003,0.023,0.0002
0.0558,0.0004,0.0581,0.0004
0.0761,0.0006,0.1113,0.0008
0.0152,0.0001,0.2889,0.0018
0.1096,0.0008,0.2076,0.0013
0.1024,0.0007,0.2531,0.0016
0.0595,0.0004,0.0444,0.0003
0.063,0.0005,0.0324,0.0002
0.0362,0.0003,0.0528,0.0004
0.0781,0.0006,0.0426,0.0003
0.0797,0.0006,0.1946,0.0013
0.0519,0.0004,0.0845,0.0006
0.1194,0.0008,0.1219,0.0009
0.109,0.0008,0.0903,0.0006
0.0679,0.0005,0.1196,0.0008
0.1269,0.0009,0.0459,0.0003
0.1299,0.0009,0.1938,0.0013
0.0406,0.0003,0.0812,0.0006
0.0966,0.0007,0.0103,0.0001
0.0733,0.0005,0.0548,0.0004
0.0886,0.0006,0.0519,0.0004
0.0932,0.0007,0.0876,0.0006
0.045,0.0003,0.1403,0.001
0.1128,0.0008,0.1096,0.0008
0.0223,0.0002,0.0728,0.0005
0.0477,0.0004,0.1223,0.0009
0.1086,0.0008,0.2145,0.0014
0.1292,0.0009,0.0358,0.0003
0.1306,0.0009,0.2532,0.0016
0.1287,0.0009,0.066,0.0005
0.0878,0.0006,0.1038,0.0007
0.1197,0.0008,0.0237,0.0002
0.1112,0.0008,0.0251,0.0002
0.1122,0.0008,0.05,0.0004
0.0598,0.0004,0.0665,0.0005
0.0356,0.0003,0.023,0.0002
0.0912,0.0007,0.0926,0.0007
0.0849,0.0006,0.0362,0.0003
0.109,0.0008,0.0854,0.0006
0.1259,0.0009,0.1698,0.0011
0.1282,0.0009,0.0887,0.0006
0.1153,0.0008,0.0704,0.0005
0.0409,0.0003,0.1008,0.0007
0.0516,0.0004,0.0513,0.0004
0.0887,0.0006,0.1412,0.001
0.0685,0.0005,0.1285,0.0009
0.1267,0.0009,0.2015,0.0013
0.0486,0.0004,0.2495,0.0016
0.094,0.0007,0.2496,0.0016
0.0971,0.0007,0.1915,0.0013
0.0597,0.0004,0.2079,0.0013
0.0381,0.0003,0.0186,0.0001
